Treatment,Folder,DATE,Photo names,,Area,Mean,Min,Max,Lenght
A,A3_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_08_12_23\A3_08_12_23_7",18,0.025,"121,528","70,118","166,332","7,438"
A,A3_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_08_12_23\A3_08_12_23_8",19,0.025,"122,634","63,555","167,008","7,553"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_4",27,0.021,"134,396","71,359","164,373","6,283"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_2",24,0.022,"123,936","48,159","160,924","6,486"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_6",29,0.022,"111,889","64,741","164,408","6,531"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_3",26,0.022,"128,126","66,042","159,852","6,587"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_5",28,0.022,"118,836","71,250","156,325","6,693"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_7",31,0.023,"124,508","55,536","166,984","6,827"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_3",25,0.023,"112,856","43,674","154,486","6,967"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_6",30,0.023,"127,411","78,556","165,872","7,030"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_7",32,0.023,"121,953","48,056","169,389","7,045"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_8",35,0.024,"131,876","55,638","165,772","7,334"
A,A3_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_12_12_23\A3_12_12_23_2",23,0.025,"125,966","56,590","158,518","7,370"
A,A3_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_15_12_23\A3_15_12_23_3",38,0.022,"140,278","75,492","164,570","6,650"
A,A3_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_15_12_23\A3_15_12_23_1",36,0.025,"140,418","81,480","166,794","7,628"
A,A3_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_15_12_23\A3_15_12_23_2",37,0.026,"131,607","54,009","165,759","7,817"
A,A3_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_22_12_2023\A3_22_12_2023_7",48,0.024,"83,171","38,273","121,897","7,214"
A,A3_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_22_12_2023\A3_22_12_2023_4.",43,0.024,"86,743","34,060","119,419","7,317"
A,A3_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_22_12_2023\A3_22_12_2023_5.",44,0.025,"100,737","42,941","126,925","7,633"
A,A3_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_22_12_2023\A3_22_12_2023_3",42,0.026,"91,894","42,686","117,729","7,649"
A,A3_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_22_12_2023\A3_22_12_2023_2",41,0.026,"86,048","29,092","119,310","7,797"
A,A3_25_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_25_12_2023\A3_25_12_2023_2",52,0.022,"81,654","33,732","121,244","6,514"
A,A3_25_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_25_12_2023\A3_25_12_2023_1",50,0.023,"88,331","29,577","120,082","6,916"
A,A3_25_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_25_12_2023\A3_25_12_2023_2",51,0.024,"80,098","42,574","115,877","7,286"
A,A3_25_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_25_12_2023\A3_25_12_2023_1",49,0.025,"87,743","33,206","120,892","7,372"
A,A3_27_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_27_11_23\A3_27_11_23",53,0.021,"140,638","64,406","167,342","6,401"
A,A3_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A3_28_12_23\A3_28_12_23",54,0.024,"133,888","71,563","163,611","7,230"
A,A4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 01_02_24\Snap-260.czi,1,0.027,163.775,77.163,224.486,7.437
A,A4 04_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 04_03_24\Snap-239.czi,1,0.028,169.71,77.807,216.707,7.683
A,A4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 09_02_24\Snap-69.czi,1,0.024,157.497,77.925,223.97,6.484
A,A4 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 12_02_24\Snap-50.czi,1,0.027,187.335,81.285,230.794,7.434
A,A4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 15_02_24\Snap-66.czi,2,0.026,181.73,111.384,219.809,7.061
A,A4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 15_02_24\Snap-65.czi,1,0.027,187.391,91.014,226.243,7.243
A,A4 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 06_02_24\Snap-80.czi,2,0.027,175.752,95.81,217.446,7.273
A,A4 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 06_02_24\Snap-78.czi,1,0.029,155.335,87.131,211.785,7.893
A,A4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 23_02_24\Snap-224.czi,2,0.025,182.804,95.161,219.439,6.944
A,A4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 23_02_24\Snap-226.czi,3,0.026,159.839,83.543,215.578,7.102
A,A4 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 23_02_24\Snap-223.czi,1,0.026,171.72,75.161,218.631,7.122
A,A4 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 26_02_24\Snap-203.czi,1,0.027,180.312,98.749,216.567,7.394
A,A4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_01_01_24\A4_01_01_24_2",59,0.022,"128,794","76,067","166,377","6,641"
A,A4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_01_01_24\A4_01_01_24_1",55,0.023,"132,825","75,538","167,335","6,987"
A,A4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_01_01_24\A4_01_01_24_1",56,0.024,"137,119","58,074","167,874","7,207"
A,A4_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_01_12_23\A4_01_12_23",60,0.023,"134,763","71,352","163,259","6,879"
A,A4_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_05_12_23\A4_05_12_23_1",62,0.021,"124,717","74,255","163,465","6,157"
A,A4_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_05_12_23\A4_05_12_23_1",61,0.022,"111,179","60,321","160,330","6,652"
A,A4_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_05_12_23\A4_05_12_23_2",63,0.024,"109,804","52,003","162,333","7,207"
A,A4_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_08_01_24\A4_08_01_24",64,0.022,"120,937","66,503","168,773","6,632"
A,A4_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_08_12_23\A4_08_12_23_5",71,0.020,"102,871","53,539","138,827","5,989"
A,A4_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_08_12_23\A4_08_12_23_2",67,0.020,"117,733","60,728","164,610","5,999"
A,A4_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_08_12_23\A4_08_12_23_1",65,0.021,"118,819","71,564","166,286","6,348"
A,A4_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_08_12_23\A4_08_12_23_3",68,0.022,"134,506","62,499","164,833","6,553"
A,A4_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_08_12_23\A4_08_12_23_2",66,0.022,"138,514","64,264","168,467","6,599"
A,A4_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_08_12_23\A4_08_12_23_3",69,0.024,"116,214","52,992","164,218","7,203"
A,A4_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_08_12_23\A4_08_12_23_4",70,0.027,"108,767","67,357","161,127","7,952"
A,A4_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_12_12_23\A4_12_12_23_2",73,0.021,"106,517","52,598","135,667","6,148"
A,A4_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_12_12_23\A4_12_12_23_1",72,0.022,"140,824","78,538","167,601","6,658"
A,A4_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_15_12_23\A4_15_12_23_1",74,0.022,"129,006","51,895","166,102","6,688"
A,A4_15_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_15_12_23\A4_15_12_23_2",75,0.022,"128,799","64,374","166,817","6,731"
A,A4_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_22_12_23\A4_22_12_23_3",79,0.020,"113,237","66,642","150,229","6,121"
A,A4_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_22_12_23\A4_22_12_23_2",77,0.023,"131,699","58,570","161,266","6,913"
A,A4_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_22_12_23\A4_22_12_23_1",76,0.024,"117,102","54,911","160,180","7,142"
A,A4_22_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_22_12_23\A4_22_12_23_3",78,0.024,"121,745","71,758","157,685","7,225"
A,A4_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_25_12_23\A4_25_12_23_2",81,0.019,"135,107","83,246","161,227","5,842"
A,A4_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_25_12_23\A4_25_12_23_1",80,0.020,"129,053","69,987","165,573","5,937"
A,A4_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_25_12_23\A4_25_12_23_3",83,0.020,"117,922","55,399","165,013","6,133"
A,A4_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_25_12_23\A4_25_12_23_4",84,0.021,"139,890","60,768","168,104","6,242"
A,A4_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_25_12_23\A4_25_12_23_3",82,0.022,"128,477","62,629","167,769","6,585"
A,A4_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_28_12_23\A4_28_12_23",85,0.023,"141,992","72,726","170,472","6,932"
A,A4_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\A4_29_01_24 (DUPLICATED FOLDERS)\A4_29_01_24_2",86,0.024,"127,077","65,974","164,875","7,198"
B,B1 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 12_02_24\Snap-72.czi,1,0.026,160.927,97.754,219.663,7.071
B,B1 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 15_02_24\Snap-156.czi,2,0.027,172.563,82.617,229.492,7.398
B,B1 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 15_02_24\Snap-155.czi,1,0.028,148.199,63.128,213.793,7.57
B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-113.czi,2,0.026,112.338,57.123,214.315,7.196
B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-115.czi,4,0.027,109.667,54.821,211.426,7.281
B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-112.czi,1,0.027,116.451,51.573,221.976,7.332
B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-114.czi,3,0.028,117.381,56.569,211.84,7.542
B,B1 adults 23_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 adults 23_03_24\Snap-106.czi,5,0.029,158.191,67.347,221.065,8.009
B,B1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 20_02_24\Snap-89.czi,1,0.027,160.331,75.08,229.696,7.491
B,B1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 23_02_24\Snap-217.czi,2,0.025,176.067,98.313,221.637,6.939
B,B1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 23_02_24\Snap-216.czi,1,0.026,169.209,107.012,230.19,7.07
B,B1 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 26_02_24\Snap-195.czi,1,0.029,162.132,105.693,218.955,7.843
B,B1 exuviae 26_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 26_02_24\Snap-196.czi,2,0.03,155.801,69.319,221,8.29
B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-192.czi,7,0.026,165.584,83.076,217.159,7.003
B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-191.czi,6,0.026,157.518,86.035,210.273,7.231
B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-187.czi,2,0.027,160.971,86.956,220.491,7.448
B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-190.czi,5,0.028,173.12,71.523,229.789,7.649
B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-188.czi,3,0.029,179.488,83.629,229.351,8.009
B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-189.czi,4,0.031,147.345,73.053,212.359,8.335
B,B1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 exuviae 29_02_24\Snap-185.czi,1,0.031,157.805,75.316,225.494,8.432
B,B1_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_01_01_24\B1_01_01_24",87,0.023,"110,720","54,831","166,258","6,993"
B,B1_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_01_12_23\B1_01_12_23_2",3,0.024,"128,741","62,939","164,801","7,089"
B,B1_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B1_01_12_23\B1_01_12_23_1",1,0.025,"124,780","66,412","162,703","7,421"
